image,caption
1384292980_4022a7520c.jpg,Two young women walk past a door in a white wall .
1386964743_9e80d96b05.jpg,Small child with black hair standing in car track near sunflowers .
138705546_be7a6845dd.jpg,Two little girls in pink bathing suit tops sit on rocks by the water .
138718600_f430ebca17.jpg,Two women sitting in the grass with their bikes behind them .
1387785218_cee67735f5.jpg,a young child carrying a doll in a stroller
1388346434_524d0b6dfa.jpg,Man leaning on ledge of a balcony .
1388373425_3c72b56639.jpg,This woman is smiling and talking on the phone while sitting on a stone wall .
1389264266_8170bc1c54.jpg,Two young girls wearing goth clothes .
1394368714_3bc7c19969.jpg,A person holding a small dog on a leash is bending over and looking through items .
1394396709_65040d97ab.jpg,The Irish Setter is retrieving a flashlight from the pond .
1394599090_fe0ba238f0.jpg,Small boy wearing a blue shirt being brought up out of water by man in white shirt and wearing glasses .
1394927474_0afdd82fc4.jpg,A young man with a green star balloon is standing next to an expansive door and building .
1396703063_e8c3687afe.jpg,A man with a hat is walking
1397887419_e798697b93.jpg,Two brown dogs are running on the grass .
1397923690_d3bf1f799e.jpg,A skier carefully walks down a steep snow slope .
1398613231_18de248606.jpg,This man and little girl are relaxing in an innertube on the water .
1398873613_7e3174dd6c.jpg,Two men one has a white shirt and other one has on a brown shirt and sunglasses .
1400424834_1c76e700c4.jpg,Woman in zebra print top and tight jeans standing on a curb .
1402843760_d30f1dbf0f.jpg,The small furry white dog is walking in the green grass .
140430106_2978fda105.jpg,Slender dog running in the sand on a sunny day .
140526326_da07305c1c.jpg,The man has just finished hiking up a rock
140526327_3cb984de09.jpg,A rock climber with a city and bay behind him .
1406010299_5755339f08.jpg,A young kid wears an eye patch and a bright colored bandanna .
1410193619_13fff6c875.jpg,Woman sitting on a red couch inside the house .
141139674_246c0f90a1.jpg,The boy in the blue shirt is swinging a baseball bat towards a ball as the boy in the red helmet waits to catch him out .
141140165_9002a04f19.jpg,Two little league players are next to a base in the field .
1412832223_99e8b4701a.jpg,The girl wearing the pink and white shirt and shorts is jumping in the sand .
1414779054_31946f9dfc.jpg,A young boy wearing blue jumps off of a cement sidewalk .
1417031097_ab656bc4bd.jpg,People on a ride at a fair .
1417637704_572b4d6557.jpg,two young children sitting in the trunk of a car
1417882092_c94c251eb3.jpg,Two young men dressed in black stand next to each other looking at something .
1418019748_51c7d59c11.jpg,Man in white shirt and black cap hands out food tray .
1418503947_953d373632.jpg,There is a man with a brown hat lighting a cigarette .
1419286010_b59af3962a.jpg,Two men in a boat fishing .
1423997242_ea2189ec5e.jpg,A man with a backpack takes a rest in the tall grass .
1425013325_bff69bc9da.jpg,Two dogs play together splashing in a lake
142802798_962a4ec5ce.jpg,The boys rides his skateboard up the wall .
1428681303_04213524e3.jpg,Two little kids crawl up to a large statue outdoors .
1429546659_44cb09cbe2.jpg,Two dogs stand in the brown grass .
1429814475_0b592b9995.jpg,The woman is sitting on a short concrete wall next to a scooter .
1430154945_71bbaa094a.jpg,Woman sitting at table feeding child who is sitting on her lap
1433397131_8634fa6664.jpg,There are many different colored balls .
1433577867_39a1510c43.jpg,The dog is wading through shallow water while holding something in its mouth .
1434005938_ad75c8598c.jpg,Person with a backpack in a field
143552829_72b6ba49d4.jpg,A person is dirt biking over rocks and water .
1436760519_8d6101a0ed.jpg,The white dog with black spots is catching a red Frisbee .
143680966_0010ff8c60.jpg,This person is rock climbing .
143684568_3c59299bae.jpg,Man stands on distant cliff overlooking a green valley .
143688205_630813a466.jpg,A person is climbing up a rock with a pink rope .
1439046601_cf110a75a7.jpg,Smiling boy standing near the pool .
1440024115_129212c988.jpg,Small dog catching a Frisbee .
1445123245_c7b9db0e0c.jpg,Yorkshire Terrier plays with multicolor centipede toy .
1445754124_647168f211.jpg,A gray mottled dog stands on the sloping trunk of a tree overlooking a grassy field .
1446053356_a924b4893f.jpg,Two girls wearing black and white uniforms run down a grassy field .
1448511770_1a4a9c453b.jpg,a white dog jumps really high to get his fribee .
1449692616_60507875fb.jpg,Thie little girl is taking a picture with a camera .
1453366750_6e8cf601bf.jpg,Two women are laying upside down on a white bed .
1454678644_7e5a371301.jpg,Two dogs chase a third dog with a toy .
1454841725_4b6e6199e2.jpg,Some young girls standing in a group some with their arms around each other .
145721496_687af9bb18.jpg,An egret stands on a rock at the edge of a river .
145721498_a27d2db576.jpg,The kayaker braces himself as he goes down the river .
1457762320_7fe121b285.jpg,Men in athletic clothing stand near bicycles .
1463732130_a754441289.jpg,We cannot see the face of the girl with the white T-shirt and blue jeans .
1463732807_0cdf4f22c7.jpg,Boy posing for camera
1464120327_d90279ca3a.jpg,Little boy peering into a glass display case .
1465666502_de289b3b9c.jpg,The black dog emerges from the water having collected an object in his teeth .
146577645_91b570c0d0.jpg,Man kayaking through rough waters .
1466307485_5e6743332e.jpg,The white truck is stuck on the large rocks .
1466307489_cb8a74de09.jpg,Three men in orange vests are pulling a jeep out of a ravine while another man sits inside .
1466479163_439db855af.jpg,The dog is running with food in his mouth .
1468103286_96a6e07029.jpg,New York Yankee warming up .
1468962616_5803b4397f.jpg,a young boy in a pool playing with a green water gun
1469000260_5d473c8283.jpg,The large brown dog is sitting on the path next to a tree .
1470132731_fa416b7504.jpg,A black dog splashes through water .
1470536919_1f3fd6c65a.jpg,The large dog is holding a rope in its mouth and the little dog is walking beside it .
1472230829_803818a383.jpg,Seven rafters are paddling and riding the rapids in a green raft .
1472653060_7427d2865a.jpg,A young man preparing food with diners in the background
1473618073_7db56a5237.jpg,Little boy riding on green swing in a playground .
1474474514_b3eb492722.jpg,The little boy is playing by tires .
1475046848_831245fc64.jpg,Woman in blue shorts walking barefoot on the beach
1476002408_4256b7b2fa.jpg,A woman wearing a brown skirt is walking over a bridge .
1476241331_2f43b67aed.jpg,Two little boys at a water fountain .
1478606153_a7163bf899.jpg,The brown dog bounds through the leaves and the underbrush .
1479124077_17dcc0d5d7.jpg,Young boy covered in grass jumping near a wooden fence .
1479513774_70c94cf9d3.jpg,A woman in a green jacket presses the Do Not Walk button so she can cross the road .
148512773_bae6901fd6.jpg,Two people sit upon large rocks next to a river .
1489286545_8df476fa26.jpg,A man sits on a bench holding his dog and looking at the water .
1490670858_e122df2560.jpg,a young boy wearing a blue outfit sliding down a red slide .
1499495021_d295ce577c.jpg,Man and woman fishing in the ocean .
1499581619_a5f65a882c.jpg,Two people kiss on the beach .
1501297480_8db52c15b0.jpg,Young boy wearing denim shorts holding a window screen .
1508269285_6c5723f67d.jpg,The dog stands in the water next to the grass .
1510078253_96e9ec50e7.jpg,The brown dog is about to bite a paw printed ball .
1510669311_75330b4781.jpg,Five women holding drinks are smiling into the camera .
1515025681_999199cb79.jpg,Bald man in sunglasses
1522787272_5a31497ef2.jpg,A white dog that is muddy walks across the green grass .
1523800748_a59e980eee.jpg,Two young children running along a sandy beach .
1525153022_06c48dbe52.jpg,The dog runs through the water .
1526181215_c1a94325ae.jpg,Small dog jumping into water .
1536597926_c2e1bc2379.jpg,Two people sitting on rocks and a pack at their feet .
1536774449_e16b1b6382.jpg,Large crowd of people gathered together .
1539166395_0cdc0accee.jpg,A young girl with curly hair with a white shirt with a skull and bones picture on it .
1540631615_8b42c1b160.jpg,Young boy in red jacket doing a handstand on a sports field .
1541272333_1624b22546.jpg,Dog kicking up dirt
154871781_ae77696b77.jpg,Two kids play soccer in a field .
1552065993_b4dcd2eadf.jpg,The brown and white dog is running through a field of grass and pink flowers .
155221027_b23a4331b7.jpg,Two people parachutes into a field .
1554713437_61b64527dd.jpg,The skinny brown dog is walking on a fallen tree .
1557451043_f5c91ff6f4.jpg,The woman is looking out on the beach .
1561658940_a947f2446a.jpg,Girl wearing pink pants smiles in baby swing
1562392511_522a26063b.jpg,Two men under a dog hanging by its mouth from a rope .
1562478333_43d13e5427.jpg,The man is setting up a tent on the shore near the ocean .
1563731247_7f21d8bec0.jpg,Two children are playing in a pile of hay with the sun shining overhead .
1564614124_0ee6799935.jpg,A little girl examines a piece of jewelry .
1566117559_f5d98fbeb0.jpg,The white dog is begging .
1569687608_0e3b3ad044.jpg,Two young fair girls are smiling a posing together while they ride in a boat wearing floatation vests .
157139628_5dc483e2e4.jpg,Man with white covering on is face spraying water on a mound of sand with a heart drawn that says open up .
1572286502_64e5c4b920.jpg,A young child climbs on a rope net .
1572532018_64c030c974.jpg,Two young boys and one young man run on a beach with water behind them .
1576185717_f841ddc3da.jpg,Two young children playing cricket in a field .
1579198375_84b18e003a.jpg,Woman singing with a microphone next to a person playing guitar .
1579206585_5ca6a24db0.jpg,Guitar player performs at a nightclub red guitar .
1579287915_4257c54451.jpg,Man standing on edge of large rock overlooking scenic view .
159712188_d530dd478c.jpg,Young woman in a city park near a water feature .
1598085252_f3219b6140.jpg,The Doberman is running through the tall grass .
1600208439_e94527b80f.jpg,A dog splashing though a large puddle in a field .
160585932_fa6339f248.jpg,The four wheel drive car is driving through a river .
1606988704_fe330878a3.jpg,Two young children are throwing hay .
160792599_6a7ec52516.jpg,Two ladies and three men looking at the ocean .
1620397000_3883e3ecd3.jpg,A white dog with black spots jumps over a stream .
162152393_52ecd33fc5.jpg,Woman at kite festival on boardwalk
1622619190_d0b51aff28.jpg,Lean dog trots through a sunny park in front of a chain link fence .
1659396176_ced00a549f.jpg,Two multicoloured dogs fighting .
1662261486_db967930de.jpg,A dog jumping through a ring .
166507476_9be5b9852a.jpg,Two oriental lizards are fighting for dominance in a small pond
166654939_80ea4ddbcc.jpg,Two lines of colorful cars racing on a racetrack .
1670592963_39731a3dac.jpg,There is a brown and white dog jumping off of a see-saw .
1679557684_50a206e4a9.jpg,Two dogs playing with a tennis ball in the yard .
1679565118_d36f0d6d52.jpg,Black dog jumping to catch tennis ball
1680126311_b92a2e8e72.jpg,The boy is kicking a soccer ball .
1682079482_9a72fa57fa.jpg,A young girl making a wide mouthed expression while swinging .
1691573772_1adef8e40e.jpg,A woman wearing a pink sweater rides a bike with a car behind her .
169490297_b6ff13632a.jpg,The boy in the blue and yellow top is standing with arms outstretched .
1713248047_d03721456d.jpg,Three dogs in a field .
1714316707_8bbaa2a2ba.jpg,Child standing in a snowy landscape pulling down a snow-covered tree branch .
1716445442_9cf3528342.jpg,A woman picking up a large rock .
172097782_f0844ec317.jpg,Person in red ski jacket skiing backwards
173020287_230bfc4ffc.jpg,In this distorted photo a man is shown on a dirt path with a jumping dog .
1731546544_9fbf14617b.jpg,A large black dog is playing in the ocean .
1745110280_0cbff5e273.jpg,The brown dog is wearing a black collar .
1752454466_723790dbd6.jpg,This dog is done running down the yellow board .
1763020597_d4cc8f0f8a.jpg,Several people are sitting under an overhang on stone steps .
1771490732_0ab5f029ac.jpg,Uniformed children playing soccer
1773928579_5664a810dc.jpg,Onlookers watch a German Shephard climb steps on an obstacle course .
1776981714_5b224d0f7a.jpg,Two women walking down the street
1778020185_1d44c04dae.jpg,two dogs play together .
1781227288_6811e734be.jpg,A man wearing a yellow shirt standing near some refuse .
1785138090_76a56aaabc.jpg,Three big trees and the back side of a girl in bikini .
1786425974_c7c5ad6aa1.jpg,The lady ask the dog to give her the ball on their beach walk .
179009558_69be522c63.jpg,The dog is laying on the ground next to the little girl with the red bike .
1797507760_384744fb34.jpg,Topless men walking up a rocky path .
1799271536_6e69c8f1dc.jpg,Long necked dog jumps on
1800601130_1c0f248d12.jpg,The brown dog catches a ball in the air .
180094434_b0f244832d.jpg,three kids playing around a fountain
1801063894_60bce29e19.jpg,Wet girl in yellow swimsuit looks over cliff to a swimmer in the water .
1801663973_5ad393caeb.jpg,A woman with pink hair dressed in black talks to a man .
1802092493_7b44fdb6b9.jpg,Two little girls in matching dresses pose with two little boys in matching outfits .
1805990081_da9cefe3a5.jpg,A young boy showing off while walking his white dog in a neighborhood .
1806580620_a8fe0fb9f8.jpg,The gal wearing the black sunglasses and blue jean jacket is smiling .
1808370027_2088394eb4.jpg,The dog swims towards a waterfall .
1808504612_3508f3c9bb.jpg,Two people standing in tree on a sunny day
1809758121_96026913bb.jpg,A little girl jumps from one rock to another in a creek .
1809796012_a2dac6c26b.jpg,Closeup of a dog standing on its hind legs
181157221_e12410ef0b.jpg,Two dogs try to reach each other as their human companions pull them in opposite directions by their leashes .
1812525037_528465037c.jpg,Two parents with two children and others dressed up like the music group Kiss .
1813266419_08bf66fe98.jpg,Person with striped shirt is playing in the sprinklers .
1813597483_3f09d2a020.jpg,Black dog with a red collar is climbing over fence posts .
1813777902_07d1d4b00c.jpg,The boys enjoys his pirate costume .
1814086703_33390d5fc7.jpg,Two small dogs run on a dirt road covered in leafs .
181415975_2627aa6668.jpg,Man airborne on wakeboard with elevation in the background and blue water .
1814391289_83a1eb71d3.jpg,A young child in a costume rings the door bell of a gray house .
1827560917_c8d3c5627f.jpg,A small black and white dog in a harness is looking at the camera
1858963639_4588cd4be9.jpg,The smiling woman in the red helmet is outdoors holding a very long rope .
1859941832_7faf6e5fa9.jpg,The white dog has a grey Frisbee in its mouth .
186348874_75b2cf1ec5.jpg,Many bicyclists racing along a dirt road .
1865794069_6e3a1e57bb.jpg,A young boy dressed in blue and white is kicking a soccer ball .
1874617189_e85d3f4326.jpg,Three people squat down on the edge of a lake .
1876536922_8fdf8d7028.jpg,Two dogs run through the water and both hold the same toy in their mouths .
1884065356_c6c34b4568.jpg,The black dog waring a red collar is running through the water with a ball in its mouth .
1895768965_43cd9d164f.jpg,A white and brown dog is running over orange leaves .
1897025969_0c41688fa6.jpg,two dogs fight .
189721896_1ffe76d89e.jpg,The climber in red is leading climbers up a long rock face .
1904112245_549e47c8aa.jpg,A medium sized dog sniffing in a forest
190638179_be9da86589.jpg,Man standing on a dirt hill next to a black jeep .
190965502_0b9ed331d9.jpg,White lounge chairs are lined up at a resort for sunbathers .
191003284_1025b0fb7d.jpg,This man is helping a girl in an orange dress onto a bicycle .
191003287_2915c11d8e.jpg,A man with sunglasses and a black shirt feeds ice cream to a girl with an orange dress on who is sitting beside an opened bag .
1918573100_d31cbb6b77.jpg,The dog walks on the high plank .
19212715_20476497a3.jpg,person in a boat with a paddle in hand
1921398767_771743bf4e.jpg,The dog on the beach has gotten a hold of something .
1923476156_e20976b32d.jpg,A white dog walking beside a bicycler .
1926129518_4350f4f552.jpg,Two large dogs are playing in a large grassy area .
1928319708_ccf1f4ee72.jpg,Man cycles through diry bike path wearing white helmet and gloves
1932161768_996eadac87.jpg,A white terrior is jumping over a log .
1932314876_9cc46fd054.jpg,A person is sitting near smooth rocks on a stream bed .
1937262236_cbf5bfa101.jpg,Two dogs tug on a pink and orange ball from opposite ends .
1952896009_cee8147c90.jpg,A woman walking with a baby on her back a purple bag in her right hand and a brown one on her left shoulder .
1957371533_62bc720bac.jpg,Wet black and white dog with black nose shaking off water .
